EntryNum1,FirstAuthLastName2,Year3,NumCites4,DatePulled5,Dbsource6,FullCite7,ScaleTitle8,CronAlpha9,NumItems10,Intermixed11,FirstValidation12,ItemTexts13,ScalePoints14,Instructions15,Notes16,jif17,Category18,EgoStatements19,,
302,Erdoğmuş,2021,2,1/25/2022,Proquest,"Erdoğmuş, Cavit & Coban, Emre & Korkmaz, Özgen & Ozden, Muhammet. (2021). Technological Formation Scale for Teachers (TFS): Development and Validation. Participatory Educational Research. 8. 260-279. 10.17275/per.21.39.8.2.",content development scale,0.97,30,TRUE,,"I can make online educational media (animation, video, educational game).; I can fictionalize an educational media (animation, video, educational game) step by step.; I can make my custom pages on the online platforms I use.; I can customize the software I use by my needs.; I can make a blog or blogs which my students discuss and submit ideas.; I can prepare creative lesson content with mobile devices (smartphone, tablet).; I can write unique scenario for educational media (animation, video, educational game).; I can prepare online interactive lesson presentation.; I can prepare different concept map and drawing on online.; I can build game with online game providers for both educational and fun.; I can design a unique character for educational media (animation, video, educational media).; I can build an online platform to evaluate my students.; I can decide online platforms or simulation development app by lesson content.; I can design a page/platform which students get lesson content with social networks.; I can plan process of mobile app development step by step.; I can decide the computer hardware I use by my needs.; I can study with different simulation, virtual reality or augmented reality apps.; If needed, I can design simple simulations to use my lessons.; I can develop websites about different departments.; I can prepare online survey, quiz etc. about whichever for my students to fill.; When I am online, I can understand which websites use technologies.; I can survive the hardship in process of mobile app development.; I can develop virtual reality app or augmented reality to enrich my lessons.; I can re-enrich a printed lesson material with virtual reality or 
 augmented reality.; I can re-enrich a printed lesson material with virtual reality or augmented reality.; I can prepare lesson content about mobile app development.; I can edit my images with photo editor app.; I can design creative interface design for my mobile app.; I can lonely install different operating systems (Windows, Linux, MacOS).; I can know the formats (apx, php, html etc.) on address bar means.",,,,1.04,Education,,,
303,Erdoğmuş,2021,2,1/25/2022,Proquest,"Erdoğmuş, Cavit & Coban, Emre & Korkmaz, Özgen & Ozden, Muhammet. (2021). Technological Formation Scale for Teachers (TFS): Development and Validation. Participatory Educational Research. 8. 260-279. 10.17275/per.21.39.8.2.",interactive object development scale,0.97,7,TRUE,,"I can enrich my lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can enrich my lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can decide components to be used in electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can develop an app with electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can develop the products which support lesson content by using electronic circuit (Arduino, Raspberry Pi, Tinker Board, UDOO etc.).; I can enrich my lesson content by using block-based app (Scratch, Codu etc.); I can develop lesson content by using educational robot kits.",,,,1.04,Education,,,
304,Erdoğmuş,2021,2,1/25/2022,Proquest,"Erdoğmuş, Cavit & Coban, Emre & Korkmaz, Özgen & Ozden, Muhammet. (2021). Technological Formation Scale for Teachers (TFS): Development and Validation. Participatory Educational Research. 8. 260-279. 10.17275/per.21.39.8.2.",problem solving scale,0.93,12,TRUE,,"I can mathematically express the solution ways of the problems I face in the daily life.; I think that I learn better the instructions made with the help of mathematical symbols and concepts.; I think that I have a special interest in the mathematical processes.; I have problems in the issue of where and how I should use the variables such as X and Y in the solution of a problem.; It is fun to try to solve the complex problems.; I am good at preparing regular plans regarding the solution of the complex problems.; I make use of a systematic method while comparing the options at my hand and while reaching a decision.; I can apply the solution ways I plan respectively and gradually.; I have not problems in the demonstration of the solution of a problem in my mind.; I have not problems in the demonstration of the solution of a problem in my mind.; I have not problems in the demonstration of the solution of a problem in my mind.; In the cooperative learning, I think that I attain/will attain more successful results because I am working in a group.",,,,1.04,Education,,,
305,Erdoğmuş,2021,2,1/25/2022,Proquest,"Erdoğmuş, Cavit & Coban, Emre & Korkmaz, Özgen & Ozden, Muhammet. (2021). Technological Formation Scale for Teachers (TFS): Development and Validation. Participatory Educational Research. 8. 260-279. 10.17275/per.21.39.8.2.",creativity scale,0.85,6,TRUE,,I like the people who are sure of most of their decisions.; I like unbiased and realist people.; Dreaming is caused to show up my important projects.; I trust myself to conduct the plan while I plan to solve my problem.; I have faith in solving the problems when I come across a new situation.; I am easily adapted new technologies.,,,,1.04,Education,,,
306,Ishaq,2021,3,1/24/2022,Proquest,"Ishaq, Muhammad Ishtiaq. (2020). Multidimensional green brand equity: A cross-cultural scale development and validation study. International Journal of Market Research. 63.",total scale,,31,,,,,,,,Brand equity,,,
307,Ishaq,2021,3,1/24/2022,Proquest,"Ishaq, Muhammad Ishtiaq. (2020). Multidimensional green brand equity: A cross-cultural scale development and validation study. International Journal of Market Research. 63.",social influence scale,0.72,5,,,,,,,,Brand equity,,,
308,Ishaq,2021,3,1/24/2022,Proquest,"Ishaq, Muhammad Ishtiaq. (2020). Multidimensional green brand equity: A cross-cultural scale development and validation study. International Journal of Market Research. 63.",sustainability scale,0.79,5,,,,,,,,Brand equity,,,
309,Ishaq,2021,3,1/24/2022,Proquest,"Ishaq, Muhammad Ishtiaq. (2020). Multidimensional green brand equity: A cross-cultural scale development and validation study. International Journal of Market Research. 63.",perceived quality scale,0.81,6,,,,,,,,Brand equity,,,
310,Ishaq,2021,3,1/24/2022,Proquest,"Ishaq, Muhammad Ishtiaq. (2020). Multidimensional green brand equity: A cross-cultural scale development and validation study. International Journal of Market Research. 63.",brand awareness scale,0.78,6,,,,,,,,Brand equity,,,
311,Ishaq,2021,3,1/24/2022,Proquest,"Ishaq, Muhammad Ishtiaq. (2020). Multidimensional green brand equity: A cross-cultural scale development and validation study. International Journal of Market Research. 63.",brand association scale,0.72,4,,,,,,,,Brand equity,,,
312,Ishaq,2021,3,1/24/2022,Proquest,"Ishaq, Muhammad Ishtiaq. (2020). Multidimensional green brand equity: A cross-cultural scale development and validation study. International Journal of Market Research. 63.",brand leadership scale,0.75,5,,,,,,,,Brand equity,,,
313,Kim,2021,0,1/24/2022,Proquest,"Kim, S. Development and Validation of a Faith Scale for Young Children. Religions 2021, 12, 197.",total scale,0.95,25,FALSE,,"I feel that God loves me.; God is precious to me.; I believe that God is alive.; I am glad I believe in Jesus.; God knows my thoughts and feelings.; I know that the Bible is the word of God.; I believe that Jesus died on the cross to forgive my sins.; I, who believe in Jesus, will go to heaven.; God wants everyone to know and worship Him; I want to be a proud child to God.; I think that God is the one who gives sunshine and rain.; I am a precious person, created by God.; God created me through my parents.; I am grateful to see the world God has created.; I am happy when I think about God.; God helps me when I feel distressed or sad.; I can tell anyone in the kindergarten or childcare center I believe in God.; I tell my friends about Jesus.; I think and talk about God.; I like going to church and I wait for it.; I like to worship.; I feel sorry toward God when I do something bad.; I ask God for forgiveness when I do something wrong.; I, a child of God, do not lie.; I pray to God when I have difficulties.",,,,0.56,psychology,,,
314,Kim,2021,0,1/24/2022,Proquest,"Kim, S. Development and Validation of a Faith Scale for Young Children. Religions 2021, 12, 197.",Confessional Faith Life scale,0.95,16,FALSE,,"I feel that God loves me.; God is precious to me.; I believe that God is alive.; I am glad I believe in Jesus.; God knows my thoughts and feelings.; I know that the Bible is the word of God.; I believe that Jesus died on the cross to forgive my sins.; I, who believe in Jesus, will go to heaven.; God wants everyone to know and worship Him; I want to be a proud child to God.; I think that God is the one who gives sunshine and rain.; I am a precious person, created by God.; God created me through my parents.; I am grateful to see the world God has created.; I am happy when I think about God.; God helps me when I feel distressed or sad.",,,,0.56,psychology,,,
